epoch,loss,val_loss
10,0.006094185559454167,0.006110862363129854
11,0.006093814504209958,0.006109466776251793
12,0.006093429030847296,0.006109090521931648
13,0.0060929993758489015,0.006108355242758989
14,0.00609267456133643,0.006106996908783913
15,0.006092225005785521,0.006107003893703222
16,0.006091868932142259,0.006106185726821423
17,0.0060915700560144614,0.0061050355434417725
18,0.006091146037862118,0.006105874199420214
19,0.00609081984132192,0.006105012260377407
20,0.006090446772254331,0.006104721687734127
21,0.006090081145682941,0.0061048357747495174
22,0.0060897710706437165,0.006104170810431242
23,0.006089366989423676,0.006103591062128544
24,0.006089032974867021,0.006103035062551498
25,0.006088684604845993,0.006103039253503084
26,0.006088397416735663,0.00610264390707016
27,0.006088090890342655,0.006101073231548071
28,0.006087742992854651,0.006101335398852825
29,0.006087428206632871,0.006100922357290983
30,0.006087110050834276,0.006100214086472988
31,0.0060867737075669635,0.0060996804386377335
32,0.006086455616039327,0.00609927624464035
33,0.006086150429230959,0.0060988133773207664
34,0.006085844520485908,0.006098639685660601
35,0.006085595039621694,0.006098157726228237
36,0.006085258638955161,0.006097435485571623
37,0.006084969124155275,0.006097028497606516
38,0.006084696696941844,0.006096696015447378
39,0.006084407952180805,0.006096275988966227
40,0.006084115470811311,0.0060957386158406734
41,0.006083848624661591,0.006094953510910273
42,0.006083566644115813,0.006094955373555422
43,0.006083337603033417,0.006094471551477909
44,0.006083080298493668,0.006093993317335844
45,0.0060828289460914675,0.006093672011047602
46,0.006082579160849693,0.006093274801969528
47,0.006082288100717253,0.006092465948313475
48,0.006082070499057106,0.006092230323702097
49,0.006081806639687986,0.0060917967930436134
0,0.00623009637153397,0.005951864644885063
1,0.006230997817409743,0.005954991560429335
2,0.006223335378712768,0.005957264453172684
3,0.006221208453401535,0.005956895183771849
4,0.0062200960427516196,0.005954869091510773
5,0.00621860127527422,0.005956409033387899
0,0.006065478697968906,0.006075787823647261
1,0.006063345850432395,0.006069774739444256
2,0.006061766341897762,0.006065077614039183
3,0.0060612264278461225,0.0060614533722400665
4,0.006060759261244029,0.006058470346033573
5,0.006060334458500923,0.0060561164282262325
6,0.00605990083325499,0.006054491735994816
7,0.006059546419742724,0.006052833516150713
8,0.006059189157288832,0.00605135690420866
9,0.006058846311740733,0.006049961782991886
10,0.0060585119701702045,0.006048556882888079
11,0.006058171726181172,0.006047258619219065
12,0.006057828867698036,0.006046020891517401
13,0.00605750760668242,0.006044692825525999
14,0.006057197784280611,0.006043567322194576
15,0.00605688409753687,0.006042620167136192
16,0.0060564531571192974,0.006041310727596283
17,0.006056163898999027,0.006040230393409729
18,0.006055884746375442,0.006039154715836048
19,0.006055610762915522,0.00603833980858326
20,0.006055330433203683,0.006037234328687191
21,0.006055059291409432,0.006036367733031511
22,0.006054812010713956,0.006035457830876112
23,0.006054565995226666,0.006034416612237692
24,0.006054317879412944,0.006033564917743206
25,0.00605408053686713,0.006032626144587994
26,0.00605384321210699,0.006031820084899664
27,0.006053608656252941,0.006030968856066465
28,0.006053379343130574,0.006029956508427858
29,0.006053148147152064,0.0060290684923529625
30,0.006052935953549523,0.006028438918292522
31,0.006052711147478678,0.006027682684361935
32,0.006052510500820871,0.00602699676528573
33,0.006052290766900923,0.006026218645274639
34,0.0060520867312637465,0.006025431212037802
35,0.006051874078467436,0.006024736911058426
36,0.006051682561519556,0.006023912690579891
37,0.006051473212816442,0.006023476365953684
38,0.006051279637580996,0.00602262606844306
39,0.006051071410183795,0.006022076588124037
40,0.0060508733529584585,0.006021472159773111
41,0.006050704927474726,0.006020769942551851
42,0.006050515949836053,0.006020205561071634
43,0.006050327297190152,0.006019686348736286
44,0.006050143510543017,0.0060189347714185715
45,0.006049967889945644,0.006018474698066711
46,0.006049790158512123,0.006017883773893118
47,0.006049616039187337,0.006017317995429039
48,0.006049421560924707,0.006017097271978855
49,0.006049232059417086,0.006016534753143787
0,0.0061989752195788445,0.005992363207042217
1,0.006198041584866587,0.005996065214276314
2,0.006197498686055446,0.005999073851853609
3,0.006197085772227082,0.006000913213938475
4,0.0061967178145197165,0.006002637557685375
5,0.006196405420471112,0.006003953516483307
0,0.006136686427150077,0.005938464775681496
1,0.00613748945842316,0.00593502027913928
2,0.006136534764664248,0.005933463107794523
3,0.006135810012185377,0.0059324875473976135
4,0.006135273072383522,0.005931673105806112
5,0.006134859223190385,0.005931330844759941
6,0.006134454193266315,0.005931370425969362
7,0.006134140386873494,0.0059309168718755245
8,0.006133779186509653,0.005930834915488958
9,0.006133561148696269,0.005930532235652208
10,0.0061332922511307215,0.0059303599409759045
11,0.0061330566386459395,0.005929939914494753
12,0.006132792920753773,0.005929784849286079
13,0.006132590657216497,0.0059295822866261005
14,0.006132388825386038,0.005929557606577873
15,0.006132195723896277,0.0059294318780303
16,0.006131981798615824,0.005929198116064072
17,0.006131776222900953,0.005929226521402597
18,0.006131585887083525,0.005929165054112673
19,0.006131389947970294,0.005929059814661741
20,0.006131213518933186,0.005929094273597002
21,0.00613100872174578,0.005929062608629465
22,0.006130828837437245,0.005928941536694765
23,0.006130660405485994,0.005928802769631147
24,0.006130503294924792,0.005928756203502417
25,0.006130318998152183,0.005928614642471075
26,0.006130134371536163,0.00592849962413311
27,0.00612996762275644,0.005928452592343092
28,0.0061298020995713565,0.005928622558712959
29,0.006129617312884268,0.005928445607423782
30,0.006129444341543906,0.005928342696279287
31,0.0061292946387159946,0.005928243510425091
32,0.0061291675042917226,0.005928589031100273
33,0.006128977499934586,0.00592848239466548
34,0.006128801254413297,0.005928408820182085
35,0.006128629713202827,0.005928170867264271
36,0.00612850356992567,0.005927767138928175
37,0.006128350398082855,0.005927465856075287
38,0.006128201307243823,0.005927863530814648
39,0.006128053190574671,0.005927822086960077
40,0.006127904291335856,0.005927815102040768
41,0.006127756434984298,0.005927827209234238
42,0.006127630046749901,0.005927608348429203
0,0.0059984053212121646,0.006182590499520302
1,0.005998678411485563,0.006184528581798077
2,0.005997974506643569,0.006184968166053295
3,0.0059974002736171,0.00618391390889883
4,0.005996895140309914,0.0061829788610339165
5,0.005996472047690046,0.00618122098967433
6,0.0059961128951821095,0.006180515978485346
7,0.005995788195587951,0.006180559750646353
8,0.0059954467827679015,0.006180296652019024
9,0.0059952149468731,0.006179173476994038
10,0.005994936278700058,0.0061790840700268745
11,0.005994682840938712,0.0061792959459125996
12,0.005994486170098314,0.006177781615406275
13,0.0059941972975201645,0.006178178824484348
14,0.0059940228836835715,0.006177348084747791
15,0.0059938301227922585,0.0061762067489326
16,0.005993592707392085,0.0061767129227519035
17,0.005993409019670096,0.006176389753818512
18,0.005993209869986207,0.006176142953336239
19,0.005993045434146991,0.006175223272293806
20,0.0059928476340779715,0.006174990441650152
21,0.005992672537405301,0.006175284273922443
22,0.005992496246873433,0.006174720358103514
23,0.005992343695031415,0.006174183450639248
24,0.005992165353984154,0.0061741298995912075
25,0.005991987956703865,0.006172745022922754
26,0.005991777273071609,0.006173240952193737
27,0.005991677605498839,0.006173052825033665
28,0.005991549752170927,0.0061722565442323685
29,0.005991338931248876,0.006172844208776951
30,0.0059912409019206875,0.006171868648380041
31,0.005991032231069202,0.006172486115247011
32,0.005990901140993911,0.00617157481610775
33,0.005990718998384244,0.006171542219817638
34,0.005990599089398466,0.006171617656946182
35,0.005990455470224521,0.006170938722789288
36,0.005990265366412571,0.0061722444370388985
37,0.005990157099360407,0.0061713759787380695
38,0.005990025160657563,0.0061716074123978615
39,0.005989860430970017,0.0061706965789198875
40,0.005989710344724229,0.006171001587063074
41,0.005989624097429473,0.0061703636310994625
42,0.00598944799316212,0.006170368287712336
43,0.0059893401781225515,0.0061700246296823025
44,0.005989198612274024,0.006170026492327452
45,0.005989040748280441,0.006169651634991169
46,0.00598897454690124,0.006168426480144262
47,0.0059888329104006545,0.006168392952531576
48,0.005988705930187656,0.006169915199279785
49,0.005988584029295578,0.006168908905237913
