epoch,loss,val_loss
0,0.17940088662888026,0.012074949219822884
1,0.009229416790832248,0.00974735151976347
2,0.008170642427608578,0.00856116134673357
3,0.007531051363103971,0.00777012761682272
4,0.007068669977242179,0.007218081038445234
5,0.006812356699406842,0.006909223739057779
6,0.006683054275830121,0.006747866049408913
7,0.006598864057903281,0.006645024288445711
8,0.00653497602939347,0.006568510551005602
9,0.006483807166255752,0.006509846542030573
10,0.006441969893381206,0.00646275095641613
11,0.006407381083085461,0.006425039377063513
12,0.006378235603430464,0.006390736438333988
13,0.0063534254671443096,0.006360008381307125
14,0.0063321182581906514,0.006332705728709698
15,0.006313476665834767,0.006308886222541332
16,0.006297150082698661,0.006287619937211275
17,0.006282839005305302,0.006270664744079113
18,0.006270173311754156,0.006257400382310152
19,0.0062589814499208135,0.006243434734642506
20,0.006249181027669692,0.00623132660984993
21,0.006240176052718501,0.006219414062798023
22,0.006231779552763328,0.006206578109413385
23,0.0062241865137669565,0.006195329129695892
24,0.006217507529476684,0.006184531841427088
25,0.006211461262460539,0.006174777634441853
26,0.006205872835077268,0.006166066974401474
27,0.0062006915508795325,0.0061572035774588585
28,0.006196062434658718,0.006149598862975836
29,0.0061917512761687655,0.006142269819974899
30,0.0061877251901023556,0.006136029027402401
31,0.006184040514199296,0.00612960709258914
32,0.006180524513587847,0.006124700885266066
33,0.00617730045228705,0.006119918543845415
34,0.0061742764980105376,0.00611542072147131
35,0.006171510939667415,0.006110539194196463
36,0.0061688005597615204,0.006107310764491558
37,0.006166318697473293,0.006103422027081251
38,0.006163965768791968,0.006100296042859554
39,0.006161744348598101,0.006097431294620037
40,0.0061596733491266304,0.006093497388064861
41,0.006157554391797425,0.0060905758291482925
42,0.006155628481388299,0.006087517365813255
43,0.006153819362225477,0.006084538530558348
44,0.006152045465165025,0.006082337815314531
45,0.006150395475641644,0.006080834195017815
46,0.0061488296446946655,0.006078542675822973
47,0.00614734050678736,0.00607624277472496
48,0.00614586681533385,0.0060738809406757355
49,0.006144532357413684,0.006071881856769323
0,0.0062210106892356025,0.006040210369974375
1,0.006218111456190754,0.006045246031135321
2,0.006215831046170529,0.006047295406460762
3,0.006213950035695841,0.006048616021871567
4,0.006212259489176277,0.006049283780157566
5,0.006210708131321654,0.006050905678421259
0,0.0062418347054820815,0.006131094880402088
1,0.006239807299102217,0.006128009408712387
2,0.006237645369563122,0.006125698331743479
3,0.006235906084637261,0.006123539060354233
4,0.006234330623960381,0.006122288294136524
5,0.006232998888865243,0.006121446844190359
6,0.006231706612905125,0.006121058017015457
7,0.006230520653237666,0.006120301783084869
8,0.0062292477014125325,0.006119641475379467
9,0.006228343226717293,0.0061197951436042786
10,0.006227301154770733,0.00611963402479887
11,0.006226247817620687,0.006119845435023308
12,0.006225542124917006,0.006119300611317158
13,0.006224440067146336,0.0061192293651402
14,0.006223570559086511,0.006119392812252045
15,0.006222590224044527,0.006119281053543091
16,0.006221852084207866,0.006119109224528074
17,0.006221204155331684,0.006119150668382645
18,0.006220177731140413,0.006118745543062687
19,0.006219481144297687,0.006118587218225002
20,0.0062187254281727495,0.006118580233305693
21,0.006218130089918204,0.0061181895434856415
22,0.006217430453640797,0.006117983255535364
23,0.00621667016134274,0.006117495708167553
24,0.0062159817397413365,0.006117286626249552
25,0.006215410957439518,0.0061165583319962025
26,0.006214646681554668,0.006116277072578669
27,0.00621396165620859,0.006115639116615057
28,0.0062134913864105735,0.0061150239780545235
29,0.006212805772116149,0.006114252842962742
30,0.00621228528163758,0.006113382987678051
31,0.006211762639092437,0.006113377865403891
32,0.0062112422714967076,0.006113111507147551
33,0.006210531158608824,0.006113004870712757
34,0.006210090634138194,0.006112844217568636
35,0.006209508593908847,0.006112114991992712
36,0.006208943703111597,0.006111877504736185
37,0.006208444416794616,0.006111669819802046
38,0.006207884835425325,0.006110675632953644
39,0.006207422618091287,0.006110524758696556
40,0.006206827450821745,0.006110076792538166
41,0.006206440214656241,0.0061094691045582294
42,0.00620587691486839,0.006109314039349556
43,0.006205421760063877,0.006109270732849836
44,0.006204903970986682,0.0061081754975020885
45,0.006204593481217873,0.006107440683990717
46,0.006204014279016216,0.006107056979089975
47,0.006203573033821562,0.006106401793658733
48,0.006203195387368194,0.006105922162532806
49,0.0062026933527603335,0.006105335429310799
0,0.006178478540176811,0.006066377740353346
1,0.0061767183631470995,0.006064475513994694
2,0.006175710206864298,0.006063701584935188
3,0.006174942100187764,0.006063772365450859
4,0.006174139236261706,0.006064111832529306
5,0.0061734485344560296,0.006064388435333967
6,0.006172779904267777,0.006064608693122864
7,0.006172142983511246,0.006065021269023418
0,0.006100000592090914,0.0061265164986252785
1,0.006099045267344789,0.0061224945820868015
2,0.00609823344024739,0.006119656842201948
3,0.006097572179795761,0.006117512006312609
4,0.0060970137973425965,0.006115986034274101
5,0.006096470738056168,0.006114822346717119
6,0.006096011400384466,0.006114095915108919
7,0.006095504187720103,0.006113358307629824
8,0.006095016108803166,0.0061124893836677074
9,0.006094613248327126,0.006111502181738615
