epoch,accuracy,loss,val_accuracy,val_loss
0,0.42857143,1.062782261106703,0.5833333134651184,2.1851131916046143
1,0.6031746,0.8034962550810878,0.5833333134651184,3.228991985321045
2,0.6666667,0.698719845722533,0.5833333134651184,3.442000389099121
3,0.6984127,0.6111870416396645,0.5833333134651184,3.527282238006592
4,0.78571427,0.5291627695681648,0.75,3.635690927505493
